date,hour,day,week,month,quarter,year
15-06-2018 06:08,6,15,3rd Week,6,Q2,2018
05-03-2017 07:46,7,5,1st Week,3,Q1,2017
26-01-2015 11:06,11,26,4th Week,1,Q1,2015
10-03-2020 09:56,9,10,2nd Week,3,Q1,2020
02-10-2016 23:38,23,2,1st Week,10,Q4,2016
09-08-2020 06:54,6,9,2nd Week,8,Q3,2020
14-06-2014 19:27,19,14,2nd Week,6,Q2,2014
18-12-2014 13:47,13,18,3rd Week,12,Q4,2014
17-12-2019 20:53,20,17,3rd Week,12,Q4,2019
17-07-2017 04:34,4,17,3rd Week,7,Q3,2017
09-08-2018 13:57,13,9,2nd Week,8,Q3,2018
08-05-2014 02:45,2,8,2nd Week,5,Q2,2014
16-04-2014 15:44,15,16,3rd Week,4,Q2,2014
16-08-2020 07:37,7,16,3rd Week,8,Q3,2020
22-01-2018 06:59,6,22,4th Week,1,Q1,2018
25-06-2019 14:29,14,25,4th Week,6,Q2,2019
19-11-2015 01:22,1,19,3rd Week,11,Q4,2015
10-07-2015 16:29,16,10,2nd Week,7,Q3,2015
01-09-2018 02:30,2,1,1st Week,9,Q3,2018
15-12-2020 04:05,4,15,3rd Week,12,Q4,2020
08-05-2019 17:17,17,8,2nd Week,5,Q2,2019
29-12-2020 04:34,4,29,4th Week,12,Q4,2020
09-03-2014 08:45,8,9,2nd Week,3,Q1,2014
12-01-2018 23:17,23,12,2nd Week,1,Q1,2018
01-07-2018 20:35,20,1,1st Week,7,Q3,2018
06-10-2015 18:25,18,6,1st Week,10,Q4,2015
28-06-2015 15:10,15,28,4th Week,6,Q2,2015
03-02-2018 21:31,21,3,1st Week,2,Q1,2018
05-09-2014 06:38,6,5,1st Week,9,Q3,2014
14-04-2017 05:26,5,14,2nd Week,4,Q2,2017
14-09-2016 14:01,14,14,2nd Week,9,Q3,2016
06-11-2016 09:32,9,6,1st Week,11,Q4,2016
04-03-2017 16:43,16,4,1st Week,3,Q1,2017
25-02-2015 03:43,3,25,4th Week,2,Q1,2015
16-07-2017 09:24,9,16,3rd Week,7,Q3,2017
25-05-2014 18:52,18,25,4th Week,5,Q2,2014
25-02-2018 22:11,22,25,4th Week,2,Q1,2018
30-04-2018 19:58,19,30,4th Week,4,Q2,2018
08-07-2018 23:20,23,8,2nd Week,7,Q3,2018
27-08-2017 04:32,4,27,4th Week,8,Q3,2017
11-11-2015 06:43,6,11,2nd Week,11,Q4,2015
16-04-2015 19:57,19,16,3rd Week,4,Q2,2015
14-03-2019 23:31,23,14,2nd Week,3,Q1,2019
06-06-2020 04:03,4,6,1st Week,6,Q2,2020
08-06-2020 04:28,4,8,2nd Week,6,Q2,2020
01-07-2020 03:36,3,1,1st Week,7,Q3,2020
01-06-2017 09:53,9,1,1st Week,6,Q2,2017
04-09-2014 11:28,11,4,1st Week,9,Q3,2014
12-06-2020 18:27,18,12,2nd Week,6,Q2,2020
04-06-2015 05:18,5,4,1st Week,6,Q2,2015
18-08-2015 05:59,5,18,3rd Week,8,Q3,2015
07-10-2015 11:25,11,7,1st Week,10,Q4,2015
13-12-2018 14:24,14,13,2nd Week,12,Q4,2018
24-07-2017 11:38,11,24,4th Week,7,Q3,2017
10-07-2020 15:51,15,10,2nd Week,7,Q3,2020
02-02-2018 03:06,3,2,1st Week,2,Q1,2018
01-08-2016 19:15,19,1,1st Week,8,Q3,2016
28-11-2017 08:30,8,28,4th Week,11,Q4,2017
01-06-2016 14:58,14,1,1st Week,6,Q2,2016
26-09-2015 01:38,1,26,4th Week,9,Q3,2015
19-10-2020 21:28,21,19,3rd Week,10,Q4,2020
02-02-2017 18:55,18,2,1st Week,2,Q1,2017
12-02-2016 08:05,8,12,2nd Week,2,Q1,2016
10-12-2019 21:26,21,10,2nd Week,12,Q4,2019
08-11-2018 17:10,17,8,2nd Week,11,Q4,2018
02-01-2018 17:42,17,2,1st Week,1,Q1,2018
15-08-2020 19:15,19,15,3rd Week,8,Q3,2020
15-06-2014 04:46,4,15,3rd Week,6,Q2,2014
09-07-2016 02:13,2,9,2nd Week,7,Q3,2016
14-04-2014 11:29,11,14,2nd Week,4,Q2,2014
29-07-2015 20:18,20,29,4th Week,7,Q3,2015
17-05-2014 01:09,1,17,3rd Week,5,Q2,2014
23-05-2018 11:25,11,23,4th Week,5,Q2,2018
13-10-2016 15:38,15,13,2nd Week,10,Q4,2016
08-12-2017 16:46,16,8,2nd Week,12,Q4,2017
03-09-2019 22:52,22,3,1st Week,9,Q3,2019
26-12-2015 12:56,12,26,4th Week,12,Q4,2015
10-06-2017 18:25,18,10,2nd Week,6,Q2,2017
05-02-2017 20:14,20,5,1st Week,2,Q1,2017
27-10-2015 23:13,23,27,4th Week,10,Q4,2015
30-06-2019 02:33,2,30,4th Week,6,Q2,2019
12-01-2017 07:33,7,12,2nd Week,1,Q1,2017
07-01-2016 15:11,15,7,1st Week,1,Q1,2016
17-05-2018 16:30,16,17,3rd Week,5,Q2,2018
31-10-2018 16:47,16,31,4th Week,10,Q4,2018
02-07-2016 22:42,22,2,1st Week,7,Q3,2016
12-04-2018 06:23,6,12,2nd Week,4,Q2,2018
20-09-2017 15:14,15,20,3rd Week,9,Q3,2017
26-11-2014 04:53,4,26,4th Week,11,Q4,2014
22-11-2016 11:59,11,22,4th Week,11,Q4,2016
07-07-2020 10:00,10,7,1st Week,7,Q3,2020
04-05-2016 21:47,21,4,1st Week,5,Q2,2016
11-06-2020 22:51,22,11,2nd Week,6,Q2,2020
15-03-2015 21:57,21,15,3rd Week,3,Q1,2015
22-12-2018 02:28,2,22,4th Week,12,Q4,2018
11-12-2019 01:19,1,11,2nd Week,12,Q4,2019
09-07-2015 07:16,7,9,2nd Week,7,Q3,2015
03-04-2015 12:28,12,3,1st Week,4,Q2,2015
02-10-2018 07:01,7,2,1st Week,10,Q4,2018
09-12-2017 00:42,0,9,2nd Week,12,Q4,2017
21-09-2017 08:11,8,21,3rd Week,9,Q3,2017
08-04-2019 08:08,8,8,2nd Week,4,Q2,2019
02-05-2018 06:41,6,2,1st Week,5,Q2,2018
26-10-2019 18:15,18,26,4th Week,10,Q4,2019
30-12-2017 11:45,11,30,4th Week,12,Q4,2017
24-08-2020 11:03,11,24,4th Week,8,Q3,2020
03-08-2014 23:20,23,3,1st Week,8,Q3,2014
14-05-2016 09:08,9,14,2nd Week,5,Q2,2016
19-02-2017 02:15,2,19,3rd Week,2,Q1,2017
10-04-2014 18:31,18,10,2nd Week,4,Q2,2014
03-02-2014 05:03,5,3,1st Week,2,Q1,2014
15-09-2017 10:15,10,15,3rd Week,9,Q3,2017
27-12-2018 12:30,12,27,4th Week,12,Q4,2018
28-10-2019 18:12,18,28,4th Week,10,Q4,2019
25-08-2019 11:08,11,25,4th Week,8,Q3,2019
22-10-2017 02:54,2,22,4th Week,10,Q4,2017
21-02-2017 04:04,4,21,3rd Week,2,Q1,2017
19-02-2015 23:38,23,19,3rd Week,2,Q1,2015
05-09-2020 00:46,0,5,1st Week,9,Q3,2020
16-10-2018 13:41,13,16,3rd Week,10,Q4,2018
25-09-2020 16:47,16,25,4th Week,9,Q3,2020
09-08-2018 11:15,11,9,2nd Week,8,Q3,2018
27-01-2019 11:18,11,27,4th Week,1,Q1,2019
17-03-2015 03:37,3,17,3rd Week,3,Q1,2015
08-06-2020 06:22,6,8,2nd Week,6,Q2,2020
13-02-2015 00:48,0,13,2nd Week,2,Q1,2015
04-02-2015 16:47,16,4,1st Week,2,Q1,2015
04-05-2018 20:05,20,4,1st Week,5,Q2,2018
10-10-2019 13:20,13,10,2nd Week,10,Q4,2019
11-01-2017 22:44,22,11,2nd Week,1,Q1,2017
18-07-2014 11:01,11,18,3rd Week,7,Q3,2014
12-07-2018 06:54,6,12,2nd Week,7,Q3,2018
04-12-2015 20:18,20,4,1st Week,12,Q4,2015
26-04-2020 09:06,9,26,4th Week,4,Q2,2020
21-04-2019 16:08,16,21,3rd Week,4,Q2,2019
23-10-2015 03:33,3,23,4th Week,10,Q4,2015
25-07-2017 05:56,5,25,4th Week,7,Q3,2017
24-12-2020 09:41,9,24,4th Week,12,Q4,2020
18-01-2018 10:40,10,18,3rd Week,1,Q1,2018
23-05-2014 18:15,18,23,4th Week,5,Q2,2014
02-05-2018 16:08,16,2,1st Week,5,Q2,2018
31-03-2018 16:18,16,31,4th Week,3,Q1,2018
17-06-2016 17:42,17,17,3rd Week,6,Q2,2016
16-07-2020 05:54,5,16,3rd Week,7,Q3,2020
02-02-2016 15:17,15,2,1st Week,2,Q1,2016
31-01-2018 12:26,12,31,4th Week,1,Q1,2018
09-09-2020 16:11,16,9,2nd Week,9,Q3,2020
28-12-2014 02:24,2,28,4th Week,12,Q4,2014
10-02-2016 18:40,18,10,2nd Week,2,Q1,2016
12-03-2015 12:57,12,12,2nd Week,3,Q1,2015
07-02-2017 07:59,7,7,1st Week,2,Q1,2017
25-07-2015 18:01,18,25,4th Week,7,Q3,2015
22-05-2016 15:37,15,22,4th Week,5,Q2,2016
22-12-2017 22:44,22,22,4th Week,12,Q4,2017
23-06-2017 06:00,6,23,4th Week,6,Q2,2017
09-10-2017 03:05,3,9,2nd Week,10,Q4,2017
02-04-2014 05:36,5,2,1st Week,4,Q2,2014
02-02-2018 00:21,0,2,1st Week,2,Q1,2018
18-11-2015 05:42,5,18,3rd Week,11,Q4,2015
30-05-2014 11:18,11,30,4th Week,5,Q2,2014
19-07-2015 17:12,17,19,3rd Week,7,Q3,2015
17-04-2017 03:55,3,17,3rd Week,4,Q2,2017
08-10-2014 04:04,4,8,2nd Week,10,Q4,2014
26-12-2014 04:37,4,26,4th Week,12,Q4,2014
03-01-2020 22:54,22,3,1st Week,1,Q1,2020
30-11-2019 11:21,11,30,4th Week,11,Q4,2019
15-06-2014 06:48,6,15,3rd Week,6,Q2,2014
20-02-2015 04:30,4,20,3rd Week,2,Q1,2015
24-12-2017 06:20,6,24,4th Week,12,Q4,2017
13-01-2019 21:59,21,13,2nd Week,1,Q1,2019
25-06-2016 19:00,19,25,4th Week,6,Q2,2016
24-12-2016 21:18,21,24,4th Week,12,Q4,2016
01-04-2018 16:42,16,1,1st Week,4,Q2,2018
29-07-2014 15:15,15,29,4th Week,7,Q3,2014
05-06-2015 05:13,5,5,1st Week,6,Q2,2015
24-09-2017 08:12,8,24,4th Week,9,Q3,2017
04-07-2019 19:06,19,4,1st Week,7,Q3,2019
18-04-2017 00:27,0,18,3rd Week,4,Q2,2017
08-08-2015 00:51,0,8,2nd Week,8,Q3,2015
28-01-2020 12:33,12,28,4th Week,1,Q1,2020
17-05-2019 11:20,11,17,3rd Week,5,Q2,2019
08-10-2017 16:14,16,8,2nd Week,10,Q4,2017
25-11-2015 22:39,22,25,4th Week,11,Q4,2015
27-03-2020 22:35,22,27,4th Week,3,Q1,2020
04-12-2015 12:29,12,4,1st Week,12,Q4,2015
08-02-2014 13:40,13,8,2nd Week,2,Q1,2014
24-09-2020 21:53,21,24,4th Week,9,Q3,2020
16-08-2020 01:23,1,16,3rd Week,8,Q3,2020
07-06-2020 12:55,12,7,1st Week,6,Q2,2020
12-06-2017 02:34,2,12,2nd Week,6,Q2,2017
08-03-2020 15:16,15,8,2nd Week,3,Q1,2020
14-10-2016 05:56,5,14,2nd Week,10,Q4,2016
02-02-2015 19:40,19,2,1st Week,2,Q1,2015
18-03-2019 07:20,7,18,3rd Week,3,Q1,2019
29-04-2015 16:14,16,29,4th Week,4,Q2,2015
08-02-2014 21:41,21,8,2nd Week,2,Q1,2014
23-06-2014 06:30,6,23,4th Week,6,Q2,2014
06-08-2019 19:15,19,6,1st Week,8,Q3,2019
18-11-2019 08:06,8,18,3rd Week,11,Q4,2019
10-10-2016 20:45,20,10,2nd Week,10,Q4,2016
25-08-2019 18:50,18,25,4th Week,8,Q3,2019
07-01-2017 16:53,16,7,1st Week,1,Q1,2017
02-12-2016 07:36,7,2,1st Week,12,Q4,2016
06-10-2020 12:10,12,6,1st Week,10,Q4,2020
08-05-2019 17:02,17,8,2nd Week,5,Q2,2019
29-06-2016 10:34,10,29,4th Week,6,Q2,2016
23-03-2014 05:00,5,23,4th Week,3,Q1,2014
27-11-2014 06:53,6,27,4th Week,11,Q4,2014
19-06-2018 23:22,23,19,3rd Week,6,Q2,2018
09-05-2017 09:23,9,9,2nd Week,5,Q2,2017
02-01-2016 10:17,10,2,1st Week,1,Q1,2016
28-06-2016 05:55,5,28,4th Week,6,Q2,2016
01-11-2017 03:29,3,1,1st Week,11,Q4,2017
29-07-2015 05:05,5,29,4th Week,7,Q3,2015
25-07-2014 21:20,21,25,4th Week,7,Q3,2014
22-09-2014 05:13,5,22,4th Week,9,Q3,2014
29-12-2018 03:13,3,29,4th Week,12,Q4,2018
02-03-2019 06:06,6,2,1st Week,3,Q1,2019
17-04-2015 23:43,23,17,3rd Week,4,Q2,2015
16-01-2015 17:09,17,16,3rd Week,1,Q1,2015
18-10-2015 17:12,17,18,3rd Week,10,Q4,2015
29-09-2019 04:56,4,29,4th Week,9,Q3,2019
21-06-2015 05:30,5,21,3rd Week,6,Q2,2015
08-10-2015 02:43,2,8,2nd Week,10,Q4,2015
21-01-2019 10:16,10,21,3rd Week,1,Q1,2019
15-12-2014 18:12,18,15,3rd Week,12,Q4,2014
25-08-2014 06:11,6,25,4th Week,8,Q3,2014
21-02-2020 23:12,23,21,3rd Week,2,Q1,2020
11-06-2020 11:33,11,11,2nd Week,6,Q2,2020
04-12-2015 11:23,11,4,1st Week,12,Q4,2015
27-11-2019 19:33,19,27,4th Week,11,Q4,2019
25-06-2015 12:41,12,25,4th Week,6,Q2,2015
15-06-2020 14:59,14,15,3rd Week,6,Q2,2020
24-05-2017 06:37,6,24,4th Week,5,Q2,2017
04-01-2019 19:08,19,4,1st Week,1,Q1,2019
22-01-2014 06:08,6,22,4th Week,1,Q1,2014
21-04-2020 01:52,1,21,3rd Week,4,Q2,2020
09-01-2016 22:58,22,9,2nd Week,1,Q1,2016
14-08-2018 23:43,23,14,2nd Week,8,Q3,2018
04-01-2020 04:16,4,4,1st Week,1,Q1,2020
14-07-2017 16:54,16,14,2nd Week,7,Q3,2017
08-06-2018 17:10,17,8,2nd Week,6,Q2,2018
11-03-2016 01:19,1,11,2nd Week,3,Q1,2016
18-06-2017 05:40,5,18,3rd Week,6,Q2,2017
16-08-2015 09:30,9,16,3rd Week,8,Q3,2015
09-04-2016 18:53,18,9,2nd Week,4,Q2,2016
19-04-2015 17:06,17,19,3rd Week,4,Q2,2015
29-12-2014 14:52,14,29,4th Week,12,Q4,2014
11-05-2016 22:52,22,11,2nd Week,5,Q2,2016
18-06-2020 06:39,6,18,3rd Week,6,Q2,2020
22-03-2016 22:41,22,22,4th Week,3,Q1,2016
17-05-2016 16:38,16,17,3rd Week,5,Q2,2016
25-09-2015 21:00,21,25,4th Week,9,Q3,2015
29-12-2015 07:32,7,29,4th Week,12,Q4,2015
17-10-2018 11:13,11,17,3rd Week,10,Q4,2018
21-01-2017 09:11,9,21,3rd Week,1,Q1,2017
28-05-2019 01:42,1,28,4th Week,5,Q2,2019
11-08-2015 11:28,11,11,2nd Week,8,Q3,2015
26-12-2018 08:52,8,26,4th Week,12,Q4,2018
12-08-2020 09:26,9,12,2nd Week,8,Q3,2020
06-09-2017 23:00,23,6,1st Week,9,Q3,2017
29-04-2018 19:23,19,29,4th Week,4,Q2,2018
13-08-2014 19:24,19,13,2nd Week,8,Q3,2014
23-06-2019 11:58,11,23,4th Week,6,Q2,2019
30-03-2017 07:59,7,30,4th Week,3,Q1,2017
25-04-2016 21:25,21,25,4th Week,4,Q2,2016
24-08-2015 14:16,14,24,4th Week,8,Q3,2015
23-10-2019 08:43,8,23,4th Week,10,Q4,2019
16-03-2020 02:03,2,16,3rd Week,3,Q1,2020
12-07-2020 23:05,23,12,2nd Week,7,Q3,2020
29-11-2015 08:35,8,29,4th Week,11,Q4,2015
21-09-2014 15:39,15,21,3rd Week,9,Q3,2014
18-12-2016 05:15,5,18,3rd Week,12,Q4,2016
02-09-2020 05:19,5,2,1st Week,9,Q3,2020
06-09-2016 19:39,19,6,1st Week,9,Q3,2016
07-07-2014 21:11,21,7,1st Week,7,Q3,2014
10-12-2019 14:56,14,10,2nd Week,12,Q4,2019
20-10-2017 11:03,11,20,3rd Week,10,Q4,2017
08-04-2020 09:38,9,8,2nd Week,4,Q2,2020
23-11-2014 05:22,5,23,4th Week,11,Q4,2014
11-11-2016 17:48,17,11,2nd Week,11,Q4,2016
27-05-2015 18:53,18,27,4th Week,5,Q2,2015
03-08-2015 17:15,17,3,1st Week,8,Q3,2015
17-05-2017 10:03,10,17,3rd Week,5,Q2,2017
07-11-2019 08:53,8,7,1st Week,11,Q4,2019
02-11-2017 00:21,0,2,1st Week,11,Q4,2017
21-04-2016 19:08,19,21,3rd Week,4,Q2,2016
17-01-2015 16:21,16,17,3rd Week,1,Q1,2015
11-10-2016 10:21,10,11,2nd Week,10,Q4,2016
02-10-2019 18:48,18,2,1st Week,10,Q4,2019
17-10-2015 02:21,2,17,3rd Week,10,Q4,2015
21-07-2016 20:46,20,21,3rd Week,7,Q3,2016
11-04-2020 00:51,0,11,2nd Week,4,Q2,2020
24-03-2015 06:12,6,24,4th Week,3,Q1,2015
26-05-2020 22:29,22,26,4th Week,5,Q2,2020
16-08-2017 06:15,6,16,3rd Week,8,Q3,2017
19-04-2019 20:53,20,19,3rd Week,4,Q2,2019
13-10-2019 16:51,16,13,2nd Week,10,Q4,2019
23-07-2020 16:45,16,23,4th Week,7,Q3,2020
25-03-2014 10:04,10,25,4th Week,3,Q1,2014
16-07-2017 14:28,14,16,3rd Week,7,Q3,2017
02-11-2017 22:54,22,2,1st Week,11,Q4,2017
19-11-2015 20:29,20,19,3rd Week,11,Q4,2015
17-02-2017 10:11,10,17,3rd Week,2,Q1,2017
23-03-2019 10:49,10,23,4th Week,3,Q1,2019
24-04-2019 01:28,1,24,4th Week,4,Q2,2019
07-05-2016 20:19,20,7,1st Week,5,Q2,2016
19-11-2018 09:36,9,19,3rd Week,11,Q4,2018
01-07-2019 20:58,20,1,1st Week,7,Q3,2019
22-12-2018 11:59,11,22,4th Week,12,Q4,2018
15-12-2017 22:25,22,15,3rd Week,12,Q4,2017
29-01-2018 21:19,21,29,4th Week,1,Q1,2018
25-02-2018 21:58,21,25,4th Week,2,Q1,2018
09-07-2019 04:30,4,9,2nd Week,7,Q3,2019
25-10-2020 13:29,13,25,4th Week,10,Q4,2020
05-07-2019 11:36,11,5,1st Week,7,Q3,2019
18-10-2014 16:05,16,18,3rd Week,10,Q4,2014
17-11-2015 06:28,6,17,3rd Week,11,Q4,2015
28-10-2016 15:12,15,28,4th Week,10,Q4,2016
31-07-2015 09:46,9,31,4th Week,7,Q3,2015
23-03-2018 08:32,8,23,4th Week,3,Q1,2018
29-04-2016 09:57,9,29,4th Week,4,Q2,2016
18-10-2017 08:37,8,18,3rd Week,10,Q4,2017
23-01-2018 16:17,16,23,4th Week,1,Q1,2018
12-07-2017 13:56,13,12,2nd Week,7,Q3,2017
21-06-2018 18:02,18,21,3rd Week,6,Q2,2018
07-01-2020 05:30,5,7,1st Week,1,Q1,2020
25-11-2015 13:45,13,25,4th Week,11,Q4,2015
03-04-2017 19:11,19,3,1st Week,4,Q2,2017
04-02-2019 12:48,12,4,1st Week,2,Q1,2019
26-03-2017 23:51,23,26,4th Week,3,Q1,2017
05-01-2015 02:26,2,5,1st Week,1,Q1,2015
17-07-2017 03:31,3,17,3rd Week,7,Q3,2017
05-08-2014 20:47,20,5,1st Week,8,Q3,2014
01-07-2016 16:36,16,1,1st Week,7,Q3,2016
18-07-2018 13:12,13,18,3rd Week,7,Q3,2018
24-12-2018 04:10,4,24,4th Week,12,Q4,2018
30-08-2014 18:51,18,30,4th Week,8,Q3,2014
01-02-2019 13:07,13,1,1st Week,2,Q1,2019
20-10-2016 00:36,0,20,3rd Week,10,Q4,2016
02-04-2018 13:47,13,2,1st Week,4,Q2,2018
22-08-2016 12:36,12,22,4th Week,8,Q3,2016
14-06-2017 14:44,14,14,2nd Week,6,Q2,2017
19-05-2018 05:32,5,19,3rd Week,5,Q2,2018
19-01-2019 03:48,3,19,3rd Week,1,Q1,2019
01-05-2016 22:10,22,1,1st Week,5,Q2,2016
22-09-2015 15:08,15,22,4th Week,9,Q3,2015
17-06-2018 14:39,14,17,3rd Week,6,Q2,2018
05-09-2019 08:53,8,5,1st Week,9,Q3,2019
08-09-2019 20:27,20,8,2nd Week,9,Q3,2019
07-01-2016 18:41,18,7,1st Week,1,Q1,2016
09-05-2014 18:13,18,9,2nd Week,5,Q2,2014
01-12-2014 13:32,13,1,1st Week,12,Q4,2014
18-12-2017 02:52,2,18,3rd Week,12,Q4,2017
04-07-2020 11:58,11,4,1st Week,7,Q3,2020
03-10-2019 11:42,11,3,1st Week,10,Q4,2019
28-10-2014 14:42,14,28,4th Week,10,Q4,2014
04-06-2019 05:57,5,4,1st Week,6,Q2,2019
22-01-2017 12:56,12,22,4th Week,1,Q1,2017
25-08-2014 05:24,5,25,4th Week,8,Q3,2014
02-03-2016 10:36,10,2,1st Week,3,Q1,2016
10-01-2021 15:46,15,10,2nd Week,1,Q1,2021
11-07-2014 02:52,2,11,2nd Week,7,Q3,2014
10-01-2016 22:50,22,10,2nd Week,1,Q1,2016
04-12-2014 01:41,1,4,1st Week,12,Q4,2014
15-02-2019 18:06,18,15,3rd Week,2,Q1,2019
05-06-2015 01:46,1,5,1st Week,6,Q2,2015
01-05-2020 09:41,9,1,1st Week,5,Q2,2020
17-03-2020 07:37,7,17,3rd Week,3,Q1,2020
04-02-2015 06:50,6,4,1st Week,2,Q1,2015
15-04-2014 20:14,20,15,3rd Week,4,Q2,2014
02-09-2019 08:51,8,2,1st Week,9,Q3,2019
22-01-2019 11:52,11,22,4th Week,1,Q1,2019
24-07-2016 02:25,2,24,4th Week,7,Q3,2016
05-11-2015 07:21,7,5,1st Week,11,Q4,2015
17-06-2016 06:45,6,17,3rd Week,6,Q2,2016
20-06-2018 12:39,12,20,3rd Week,6,Q2,2018
31-12-2015 00:07,0,31,4th Week,12,Q4,2015
09-08-2020 09:00,9,9,2nd Week,8,Q3,2020
10-07-2019 09:45,9,10,2nd Week,7,Q3,2019
27-05-2020 07:11,7,27,4th Week,5,Q2,2020
12-03-2019 20:10,20,12,2nd Week,3,Q1,2019
16-12-2014 18:45,18,16,3rd Week,12,Q4,2014
02-09-2014 17:53,17,2,1st Week,9,Q3,2014
28-07-2017 15:06,15,28,4th Week,7,Q3,2017
24-07-2020 09:00,9,24,4th Week,7,Q3,2020
06-04-2014 12:03,12,6,1st Week,4,Q2,2014
12-11-2017 16:37,16,12,2nd Week,11,Q4,2017
08-03-2017 01:00,1,8,2nd Week,3,Q1,2017
27-12-2018 01:20,1,27,4th Week,12,Q4,2018
31-08-2016 10:21,10,31,4th Week,8,Q3,2016
23-03-2014 18:05,18,23,4th Week,3,Q1,2014
23-03-2020 12:29,12,23,4th Week,3,Q1,2020
13-06-2018 19:11,19,13,2nd Week,6,Q2,2018
20-11-2015 10:12,10,20,3rd Week,11,Q4,2015
25-02-2016 15:53,15,25,4th Week,2,Q1,2016
25-04-2018 20:24,20,25,4th Week,4,Q2,2018
14-12-2019 06:00,6,14,2nd Week,12,Q4,2019
07-11-2020 12:53,12,7,1st Week,11,Q4,2020
26-09-2018 18:59,18,26,4th Week,9,Q3,2018
25-06-2015 11:56,11,25,4th Week,6,Q2,2015
13-07-2020 06:42,6,13,2nd Week,7,Q3,2020
11-10-2017 09:47,9,11,2nd Week,10,Q4,2017
21-07-2020 09:52,9,21,3rd Week,7,Q3,2020
21-12-2016 00:32,0,21,3rd Week,12,Q4,2016
12-06-2017 04:34,4,12,2nd Week,6,Q2,2017
02-11-2015 14:24,14,2,1st Week,11,Q4,2015
31-07-2016 02:24,2,31,4th Week,7,Q3,2016
30-01-2018 10:36,10,30,4th Week,1,Q1,2018
21-10-2014 13:01,13,21,3rd Week,10,Q4,2014
30-10-2017 16:02,16,30,4th Week,10,Q4,2017
21-10-2017 16:51,16,21,3rd Week,10,Q4,2017
18-12-2017 06:28,6,18,3rd Week,12,Q4,2017
02-04-2018 14:47,14,2,1st Week,4,Q2,2018
30-05-2019 18:00,18,30,4th Week,5,Q2,2019
07-03-2014 11:59,11,7,1st Week,3,Q1,2014
26-09-2017 22:29,22,26,4th Week,9,Q3,2017
22-01-2016 22:37,22,22,4th Week,1,Q1,2016
20-05-2020 12:54,12,20,3rd Week,5,Q2,2020
19-06-2017 20:35,20,19,3rd Week,6,Q2,2017
24-07-2015 08:24,8,24,4th Week,7,Q3,2015
30-11-2019 10:21,10,30,4th Week,11,Q4,2019
13-10-2016 20:53,20,13,2nd Week,10,Q4,2016
13-06-2020 12:48,12,13,2nd Week,6,Q2,2020
15-03-2014 23:14,23,15,3rd Week,3,Q1,2014
16-12-2020 00:14,0,16,3rd Week,12,Q4,2020
23-06-2015 03:03,3,23,4th Week,6,Q2,2015
24-05-2018 02:51,2,24,4th Week,5,Q2,2018
13-07-2017 01:30,1,13,2nd Week,7,Q3,2017
30-01-2016 05:43,5,30,4th Week,1,Q1,2016
28-11-2016 15:02,15,28,4th Week,11,Q4,2016
02-07-2017 18:53,18,2,1st Week,7,Q3,2017
27-05-2020 22:42,22,27,4th Week,5,Q2,2020
01-09-2014 01:48,1,1,1st Week,9,Q3,2014
23-01-2017 09:38,9,23,4th Week,1,Q1,2017
10-03-2018 17:03,17,10,2nd Week,3,Q1,2018
24-08-2020 19:31,19,24,4th Week,8,Q3,2020
07-02-2016 17:04,17,7,1st Week,2,Q1,2016
29-04-2019 02:36,2,29,4th Week,4,Q2,2019
21-05-2018 20:03,20,21,3rd Week,5,Q2,2018
08-04-2018 12:06,12,8,2nd Week,4,Q2,2018
03-10-2017 02:56,2,3,1st Week,10,Q4,2017
02-12-2018 11:43,11,2,1st Week,12,Q4,2018
25-05-2014 15:40,15,25,4th Week,5,Q2,2014
25-05-2019 09:44,9,25,4th Week,5,Q2,2019
07-11-2019 12:59,12,7,1st Week,11,Q4,2019
09-05-2014 06:23,6,9,2nd Week,5,Q2,2014
04-12-2017 05:53,5,4,1st Week,12,Q4,2017
20-04-2020 01:34,1,20,3rd Week,4,Q2,2020
21-02-2014 16:35,16,21,3rd Week,2,Q1,2014
15-10-2014 07:04,7,15,3rd Week,10,Q4,2014
12-07-2020 10:33,10,12,2nd Week,7,Q3,2020
11-04-2018 00:08,0,11,2nd Week,4,Q2,2018
02-08-2016 15:09,15,2,1st Week,8,Q3,2016
23-05-2020 21:54,21,23,4th Week,5,Q2,2020
14-11-2014 10:12,10,14,2nd Week,11,Q4,2014
21-09-2016 06:44,6,21,3rd Week,9,Q3,2016
30-03-2014 16:20,16,30,4th Week,3,Q1,2014
06-08-2017 04:19,4,6,1st Week,8,Q3,2017
21-12-2018 07:05,7,21,3rd Week,12,Q4,2018
11-03-2019 15:40,15,11,2nd Week,3,Q1,2019
25-09-2020 18:09,18,25,4th Week,9,Q3,2020
26-05-2018 15:46,15,26,4th Week,5,Q2,2018
27-12-2016 22:49,22,27,4th Week,12,Q4,2016
04-09-2017 19:25,19,4,1st Week,9,Q3,2017
04-01-2020 04:22,4,4,1st Week,1,Q1,2020
17-02-2020 03:28,3,17,3rd Week,2,Q1,2020
09-11-2018 22:52,22,9,2nd Week,11,Q4,2018
26-12-2017 03:29,3,26,4th Week,12,Q4,2017
21-09-2014 10:17,10,21,3rd Week,9,Q3,2014
28-03-2018 08:20,8,28,4th Week,3,Q1,2018
06-06-2019 03:06,3,6,1st Week,6,Q2,2019
26-08-2015 11:46,11,26,4th Week,8,Q3,2015
02-10-2019 11:33,11,2,1st Week,10,Q4,2019
